ID do Produto;Nome do Produto;Categoria;Quantidade Vendida;Data da Venda;Região de Venda;Pais; Preço Unitrio ;Desconto (%); Valor Total de vendas ;Valor de desconto; Receita Total 
4595ca97-c6de-465f-b644-708cd336c6c4;Include;Alimentos;42;11/06/2023;Norte;Brasil;R$ 47,25;16,15;R$ 1.984,50;R$ 320,50;R$ 1.664,00
78098382-704e-4b82-92b1-7cfcf0ef174f;Mrs;Móveis;20;02/10/2022;Centro;Brasil;R$ 11,72;15,06;R$ 234,40;R$ 35,30;R$ 199,10
71a567a1-61a2-48bc-b7fd-bffd0ad48794;News;Alimentos;33;13/04/2023;Leste;Brasil;R$ 136,63;3,11;R$ 4.508,79;R$ 140,22;R$ 4.368,57
91f9a90c-fcdb-450d-b42e-16b608fae616;Today;Eletronicos;20;28/01/2024;Oeste;Brasil;R$ 47,15;4,63;R$ 943,00;R$ 43,66;R$ 899,34
f7a31255-860f-46bb-a924-d062a8357fcf;Glass;Livros;28;26/01/2024;Sul;Brasil;R$ 140,86;14,53;R$ 3.944,08;R$ 573,07;R$ 3.371,01
06da6e09-5999-4b83-98c2-ac238b898781;Owner;Alimentos;43;26/12/2022;Centro;Brasil;R$ 168,12;7,37;R$ 7.229,16;R$ 532,79;R$ 6.696,37
bebbd29e-6d11-4395-afcb-cdf583479bd7;People;Roupas;35;12/09/2023;Centro;Brasil;R$ 163,24;18,04;R$ 5.713,40;R$ 1.030,70;R$ 4.682,70
4acd7b75-6bec-4946-b614-2853d03b7086;Hour;Roupas;21;17/04/2024;Leste;Brasil;R$ 130,00;1,87;R$ 2.730,00;R$ 51,05;R$ 2.678,95
f2993ba7-3596-457c-9972-2f479867b966;Discover;Móveis;13;31/05/2023;Sul;Brasil;R$ 144,70;3,63;R$ 1.881,10;R$ 68,28;R$ 1.812,82
f5c3eb92-bcb1-4d01-8aa5-980b5745f052;How;Eletronicos;27;10/12/2022;Norte;Brasil;R$ 179,92;3,7;R$ 4.857,84;R$ 179,74;R$ 4.678,10
30ee34a6-a413-4649-baa9-ae161d218044;Position;Livros;26;21/09/2023;Centro;Brasil;R$ 81,17;17,25;R$ 2.110,42;R$ 364,05;R$ 1.746,37
87146bf8-ab04-4f73-82a2-e326454af0c1;Best;Roupas;17;13/09/2024;Centro;Brasil;R$ 65,12;3,78;R$ 1.107,04;R$ 41,85;R$ 1.065,19
0ad3a2c5-9eea-44ec-86c7-8c1dbfd07432;Personal;Alimentos;40;08/01/2024;Leste;Brasil;R$ 15,22;9,81;R$ 608,80;R$ 59,72;R$ 549,08
bb1b021b-1138-4b88-9b33-da2bb728e398;Consider;Livros;33;05/07/2024;Centro;Brasil;R$ 5,91;14,59;R$ 195,03;R$ 28,45;R$ 166,58
95c65960-dd4a-4705-a058-a42e86467080;Pressure;Eletronicos;30;24/03/2023;Leste;Brasil;R$ 155,62;12,95;R$ 4.668,60;R$ 604,58;R$ 4.064,02
7ba0c509-1a8c-4958-bd69-9ace05845138;Property;Alimentos;43;07/02/2024;Sul;Brasil;R$ 154,59;0,42;R$ 6.647,37;R$ 27,92;R$ 6.619,45
1e3b1b70-08b4-4917-8700-27de61ee54f1;Data;Livros;49;01/04/2023;Norte;Brasil;R$ 186,12;3,26;R$ 9.119,88;R$ 297,31;R$ 8.822,57
54f664d7-aa01-479f-9a81-6f9b3a54d833;System;Eletronicos;36;05/01/2024;Norte;Brasil;R$ 78,06;3,55;R$ 2.810,16;R$ 99,76;R$ 2.710,40
b39745a5-f897-4255-93ca-f62d08ac5c1a;Second;Livros;12;20/09/2023;Centro;Brasil;R$ 51,52;7,88;R$ 618,24;R$ 48,72;R$ 569,52
4844a271-6713-4894-9bae-818a58e68b41;Year;Roupas;2;18/08/2023;Centro;Brasil;R$ 22,82;12,16;R$ 45,64;R$ 5,55;R$ 40,09
50f02c50-6cbf-4c53-95a1-6ea18ea687c7;Reduce;Roupas;41;06/03/2024;Leste;Brasil;R$ 87,23;1,39;R$ 3.576,43;R$ 49,71;R$ 3.526,72
c9dc55a8-2a61-4969-bc8c-b023d2588ae0;Bag;Eletronicos;46;22/11/2022;Sul;Brasil;R$ 197,91;1,44;R$ 9.103,86;R$ 131,10;R$ 8.972,76
c8282327-8177-41b6-965c-a0c743d07a0d;Discover;Roupas;34;27/10/2023;Leste;Brasil;R$ 70,74;4,91;R$ 2.405,16;R$ 118,09;R$ 2.287,07
438ddf65-f6da-4ee6-8c1b-9cbbd7914c71;East;Eletronicos;12;20/02/2023;Oeste;Brasil;R$ 42,47;18,18;R$ 509,64;R$ 92,65;R$ 416,99
0188535f-2a2d-4c99-9d56-cdc82e146403;Black;Móveis;37;25/03/2024;Centro;Brasil;R$ 135,45;19,41;R$ 5.011,65;R$ 972,76;R$ 4.038,89
339213f5-16d8-46e7-bd92-6583530ba18a;Significant;Roupas;32;27/01/2023;Norte;Brasil;R$ 48,01;2;R$ 1.536,32;R$ 30,73;R$ 1.505,59
e3813fd3-d0af-4968-9264-319f37d16b16;Trip;Livros;14;02/04/2023;Norte;Brasil;R$ 177,05;10,54;R$ 2.478,70;R$ 261,25;R$ 2.217,45
b672966e-8b37-4720-b987-1434beaa6990;Person;Livros;43;04/09/2024;Leste;Brasil;R$ 160,40;14,54;R$ 6.897,20;R$ 1.002,85;R$ 5.894,35
9c3c0e77-78e3-4bf8-91c9-b94f5611b789;Red;Eletronicos;48;11/07/2023;Leste;Brasil;R$ 166,94;16,16;R$ 8.013,12;R$ 1.294,92;R$ 6.718,20
17532bb4-589d-4fe4-8b2e-942df8f191ab;Significant;Móveis;30;20/07/2023;Centro;Brasil;R$ 37,74;12,07;R$ 1.132,20;R$ 136,66;R$ 995,54
975361d2-687c-48d8-9f49-65ac5f5fefce;How;Alimentos;18;12/11/2023;Leste;Brasil;R$ 37,57;7,56;R$ 676,26;R$ 51,13;R$ 625,13
52faa77b-0c22-41f2-a028-79c00822c19f;Investment;Livros;41;16/10/2023;Norte;Brasil;R$ 86,06;0,41;R$ 3.528,46;R$ 14,47;R$ 3.513,99
c2afbc28-4637-4601-8967-8dab9a2f44c3;Bag;Móveis;35;28/05/2024;Norte;Brasil;R$ 26,00;16,53;R$ 910,00;R$ 150,42;R$ 759,58
ceebbe3e-faa5-4ab5-9e58-705d463f5901;Today;Livros;40;16/12/2023;Norte;Brasil;R$ 68,79;15,27;R$ 2.751,60;R$ 420,17;R$ 2.331,43
25b90dc7-726c-4ddb-8d2d-dff065271e81;Everybody;Eletronicos;50;24/03/2024;Oeste;Brasil;R$ 114,60;12,89;R$ 5.730,00;R$ 738,60;R$ 4.991,40
13c5b84d-ebab-48c5-b6d0-b5cabf5fac78;Person;Eletronicos;28;25/06/2023;Leste;Brasil;R$ 41,96;0,87;R$ 1.174,88;R$ 10,22;R$ 1.164,66
f286e7a8-cf6e-4b6f-9a3f-5795af4a0349;Glass;Alimentos;37;11/10/2023;Centro;Brasil;R$ 45,39;4,97;R$ 1.679,43;R$ 83,47;R$ 1.595,96
b9812473-8004-423f-a6ce-d14c67657a26;Person;Eletronicos;47;10/08/2023;Norte;Brasil;R$ 110,63;1,67;R$ 5.199,61;R$ 86,83;R$ 5.112,78
af4bb6d7-aaf5-4d89-be55-0b36a49d348b;Read;Alimentos;41;11/01/2024;Oeste;Brasil;R$ 188,09;2,85;R$ 7.711,69;R$ 219,78;R$ 7.491,91
e48ed3fc-3324-4b64-9453-e2dc79b70047;Firm;Eletronicos;4;14/01/2024;Leste;Brasil;R$ 28,56;12,55;R$ 114,24;R$ 14,34;R$ 99,90
0c0c9980-2148-439d-bfa1-787f4bdbeae5;How;Livros;34;04/03/2023;Sul;Brasil;R$ 46,69;0,27;R$ 1.587,46;R$ 4,29;R$ 1.583,17
9eb86c70-6a1a-4202-bcf1-24645b1ce228;Personal;Eletronicos;13;01/06/2023;Centro;Brasil;R$ 74,53;19,33;R$ 968,89;R$ 187,29;R$ 781,60
f99fd381-3add-42e5-b1a1-1a1bf1dd351d;Tax;Roupas;24;02/02/2023;Centro;Brasil;R$ 38,86;19,15;R$ 932,64;R$ 178,60;R$ 754,04
9a53b7b3-f09f-41be-9909-8d020e8c30e2;Discover;Móveis;30;11/10/2022;Centro;Brasil;R$ 83,42;2,13;R$ 2.502,60;R$ 53,31;R$ 2.449,29
a355184f-c0cf-42ef-921e-d146c8bc28d6;Staff;Livros;10;13/04/2024;Centro;Brasil;R$ 66,67;14,72;R$ 666,70;R$ 98,14;R$ 568,56
8290f5d9-67a1-48e3-9022-3dcdb240ccd4;Other;Móveis;16;08/02/2024;Sul;Brasil;R$ 80,89;6,77;R$ 1.294,24;R$ 87,62;R$ 1.206,62
509d4d75-4f75-4037-bc17-aa78a69cac23;Easy;Roupas;10;17/04/2023;Leste;Brasil;R$ 94,46;14,15;R$ 944,60;R$ 133,66;R$ 810,94
a55bc99d-7839-4999-a480-0be1a28fbe75;Nice;Móveis;48;27/11/2023;Leste;Brasil;R$ 17,87;4,05;R$ 857,76;R$ 34,74;R$ 823,02
e59d1970-a65f-4463-8cd1-21773e11b70c;Tax;Roupas;44;25/11/2023;Leste;Brasil;R$ 163,94;9,61;R$ 7.213,36;R$ 693,20;R$ 6.520,16
50942ae9-b086-4131-902a-e5c22ef160fb;Hour;Eletronicos;49;30/07/2024;Centro;Brasil;R$ 131,74;11,26;R$ 6.455,26;R$ 726,86;R$ 5.728,40
b26052ba-1f91-407e-8d3e-86e3a91af8b8;Read;Eletronicos;20;30/12/2023;Sul;Brasil;R$ 76,95;8,89;R$ 1.539,00;R$ 136,82;R$ 1.402,18
d3e1f14a-39fa-4b74-ae46-98fa1b24aa4c;Conference;Roupas;28;06/12/2022;Oeste;Brasil;R$ 18,13;3,26;R$ 507,64;R$ 16,55;R$ 491,09
a9ca09a8-e1ba-4dbd-b98c-979da92fc9e9;Mrs;Livros;27;21/02/2023;Centro;Brasil;R$ 47,62;6,64;R$ 1.285,74;R$ 85,37;R$ 1.200,37
8fe1abae-d66b-4f78-880f-001565b5219e;Glass;Eletronicos;21;15/05/2024;Sul;Brasil;R$ 63,80;3,09;R$ 1.339,80;R$ 41,40;R$ 1.298,40
888c792f-ee58-41b2-9d3c-ea53a3e2c80d;Tree;Livros;5;19/02/2023;Norte;Brasil;R$ 121,78;1,12;R$ 608,90;R$ 6,82;R$ 602,08
62889608-750c-4583-b0d8-73c91d8f6321;Knowledge;Móveis;41;10/04/2024;Leste;Brasil;R$ 196,70;13,84;R$ 8.064,70;R$ 1.116,15;R$ 6.948,55
d7ac27be-45f1-4219-8b20-e9b6f77a4923;Tree;Eletronicos;14;14/10/2023;Centro;Brasil;R$ 24,85;12,55;R$ 347,90;R$ 43,66;R$ 304,24
71c2ebfa-721a-4ab8-8971-e74d5728d045;Page;Roupas;27;28/06/2023;Centro;Brasil;R$ 109,56;2,46;R$ 2.958,12;R$ 72,77;R$ 2.885,35
aa5d7352-084b-43cc-ac2e-35fc5cc64df8;Me;Roupas;18;01/02/2024;Sul;Brasil;R$ 198,15;16,5;R$ 3.566,70;R$ 588,51;R$ 2.978,19
83b5b351-4cf3-4024-b0dd-83a20e54f974;Up;Eletronicos;19;05/10/2022;Leste;Brasil;R$ 170,84;2,06;R$ 3.245,96;R$ 66,87;R$ 3.179,09
d3422dab-f41e-4f9d-be47-a86124a047d5;Person;Roupas;42;04/10/2023;Oeste;Brasil;R$ 38,43;5,93;R$ 1.614,06;R$ 95,71;R$ 1.518,35
f93aae1b-780d-41d7-8f98-7b24e583f29c;Business;Eletronicos;11;11/01/2024;Norte;Brasil;R$ 192,01;10,23;R$ 2.112,11;R$ 216,07;R$ 1.896,04
dae1ba4a-aa14-4e43-9e3b-7a7b0b2d5497;Civil;Alimentos;17;20/06/2023;Sul;Brasil;R$ 121,97;16,73;R$ 2.073,49;R$ 346,89;R$ 1.726,60
27bed628-a52e-4b13-b5bd-46184cee9839;Team;Eletronicos;44;27/05/2023;Oeste;Brasil;R$ 196,38;2,84;R$ 8.640,72;R$ 245,40;R$ 8.395,32
abcb7206-d0fe-4379-b707-b38c74ad4e7e;Glass;Livros;39;07/12/2023;Oeste;Brasil;R$ 140,78;18,24;R$ 5.490,42;R$ 1.001,45;R$ 4.488,97
fd06b145-8fd5-4996-b96f-249ffd4f4d3b;Owner;Móveis;16;11/01/2024;Norte;Brasil;R$ 137,19;0,48;R$ 2.195,04;R$ 10,54;R$ 2.184,50
e474a788-c8ec-4070-97ea-be94f633496b;Black;Roupas;26;18/03/2023;Norte;Brasil;R$ 194,61;8,54;R$ 5.059,86;R$ 432,11;R$ 4.627,75
2978720c-58c9-47bd-9a67-9087edff188d;Me;Móveis;16;22/08/2024;Norte;Brasil;R$ 140,28;2,95;R$ 2.244,48;R$ 66,21;R$ 2.178,27
4b1cb3b3-3058-461b-a0da-628c2cf8813b;Person;Eletronicos;8;03/09/2024;Oeste;Brasil;R$ 69,75;13,11;R$ 558,00;R$ 73,15;R$ 484,85
32fb7ced-93fa-4640-9b70-f1b1d4a9da48;News;Eletronicos;10;26/10/2022;Sul;Brasil;R$ 128,89;4,52;R$ 1.288,90;R$ 58,26;R$ 1.230,64
f34e5ca7-eb42-42ef-9314-42df23cc1fb3;However;Eletronicos;13;30/06/2024;Oeste;Brasil;R$ 177,37;17,58;R$ 2.305,81;R$ 405,36;R$ 1.900,45
93f9c053-bf30-44c2-bd24-945ec7161be9;Discussion;Livros;2;30/12/2023;Sul;Brasil;R$ 67,00;7,69;R$ 134,00;R$ 10,30;R$ 123,70
2e29900d-bc6a-457e-8e94-a13eeb6e9cd2;Discussion;Móveis;16;13/05/2023;Oeste;Brasil;R$ 171,05;17,68;R$ 2.736,80;R$ 483,87;R$ 2.252,93
d12de68e-9886-4714-9478-da6e1a2379e3;Read;Móveis;20;29/05/2023;Norte;Brasil;R$ 99,02;16,46;R$ 1.980,40;R$ 325,97;R$ 1.654,43
17cca07d-d5c1-49aa-87bc-4fd856ec65bb;Me;Roupas;30;11/09/2023;Leste;Brasil;R$ 70,35;2,25;R$ 2.110,50;R$ 47,49;R$ 2.063,01
fcfd3065-c362-4664-b0df-d4769636a3c8;Discover;Eletronicos;32;29/02/2024;Centro;Brasil;R$ 123,66;3,39;R$ 3.957,12;R$ 134,15;R$ 3.822,97
10af148f-c3f5-4fd3-9e66-2b443c357c36;Suffer;Roupas;36;26/03/2023;Oeste;Brasil;R$ 119,08;2,2;R$ 4.286,88;R$ 94,31;R$ 4.192,57
91c143f9-e61f-4f97-9c33-e82e80cc1560;Stop;Livros;28;06/10/2023;Centro;Brasil;R$ 79,56;2,03;R$ 2.227,68;R$ 45,22;R$ 2.182,46
d82b456a-4dea-420a-bfc0-22a1373cce5c;Consider;Alimentos;28;19/03/2023;Centro;Brasil;R$ 129,92;19,12;R$ 3.637,76;R$ 695,54;R$ 2.942,22
13752800-9c65-4705-a954-83122e61fbf9;Firm;Livros;42;12/12/2022;Centro;Brasil;R$ 50,32;7,15;R$ 2.113,44;R$ 151,11;R$ 1.962,33
1444d155-795d-4b4b-98d9-df3d571a10a7;Professional;Alimentos;3;25/04/2023;Oeste;Brasil;R$ 119,56;12,31;R$ 358,68;R$ 44,15;R$ 314,53
9d95cad2-f1df-4eec-ae1e-d14b1485a537;Red;Eletronicos;13;28/01/2023;Leste;Brasil;R$ 197,73;2,37;R$ 2.570,49;R$ 60,92;R$ 2.509,57
2d663066-2524-40a3-adc9-876c1284b386;Might;Móveis;11;22/01/2023;Centro;Brasil;R$ 50,36;18,47;R$ 553,96;R$ 102,32;R$ 451,64
0b26c93c-9d05-4698-ae55-31ce5916e315;Entire;Móveis;18;11/02/2023;Oeste;Brasil;R$ 125,19;18,4;R$ 2.253,42;R$ 414,63;R$ 1.838,79
09c4e693-d9b4-41ed-b510-209be27ff513;Drug;Roupas;9;10/12/2022;Oeste;Brasil;R$ 179,87;17,91;R$ 1.618,83;R$ 289,93;R$ 1.328,90
2f80f34f-2123-4b0e-ac3d-ccf189f358ca;Investment;Alimentos;2;24/09/2023;Oeste;Brasil;R$ 65,23;12,09;R$ 130,46;R$ 15,77;R$ 114,69
e3cf328e-fb9d-4202-9a86-6c036e72a13b;Generation;Roupas;17;05/01/2023;Oeste;Brasil;R$ 148,89;3,56;R$ 2.531,13;R$ 90,11;R$ 2.441,02
50cfa1d9-79dd-421b-b3d0-56d8a97021d2;Significant;Eletronicos;18;20/08/2024;Oeste;Brasil;R$ 152,66;10,61;R$ 2.747,88;R$ 291,55;R$ 2.456,33
69437693-5a15-4cd5-afc5-f0be82050b22;Poor;Móveis;43;23/06/2023;Sul;Brasil;R$ 125,85;11,99;R$ 5.411,55;R$ 648,84;R$ 4.762,71
9182129c-f5bb-4369-8a3d-015ba77d48f1;Poor;Roupas;36;19/03/2023;Sul;Brasil;R$ 16,68;13,59;R$ 600,48;R$ 81,61;R$ 518,87
cc9d4191-4e21-4a26-b6d0-631f9ca67886;System;Alimentos;12;16/02/2024;Centro;Brasil;R$ 78,03;3;R$ 936,36;R$ 28,09;R$ 908,27
82c2333c-f9ec-4ca9-bbd9-8553dfb6e5f0;Might;Eletronicos;42;11/08/2023;Sul;Brasil;R$ 62,84;13,35;R$ 2.639,28;R$ 352,34;R$ 2.286,94
7193bfc7-391f-4fed-a9d8-99d0313a10e8;Great;Eletronicos;3;09/01/2023;Oeste;Brasil;R$ 34,58;6,03;R$ 103,74;R$ 6,26;R$ 97,48
ccf1fa4f-35fe-47a9-93be-ee142d0d83fc;Poor;Alimentos;47;23/07/2024;Oeste;Brasil;R$ 44,86;16,35;R$ 2.108,42;R$ 344,73;R$ 1.763,69
88089da1-1e68-43ae-a9a5-00aafe808d9d;Skill;Roupas;32;16/12/2022;Sul;Brasil;R$ 12,39;6,97;R$ 396,48;R$ 27,63;R$ 368,85
e9c67a5f-39da-4708-8175-7c186e1b57be;Under;Livros;2;03/05/2024;Centro;Brasil;R$ 185,06;2,08;R$ 370,12;R$ 7,70;R$ 362,42
f85171ac-796d-4591-a19e-53efad63bb34;Trip;Roupas;4;04/05/2023;Centro;Brasil;R$ 121,62;18,32;R$ 486,48;R$ 89,12;R$ 397,36
094c5c7a-eb55-47aa-8c85-21087efc53d9;Civil;Alimentos;6;11/07/2023;Norte;Brasil;R$ 189,45;13,23;R$ 1.136,70;R$ 150,39;R$ 986,31
9daef8c2-8856-4f02-9147-e270512c2cd8;Draw;Móveis;21;06/01/2023;Sul;Brasil;R$ 149,15;18,66;R$ 3.132,15;R$ 584,46;R$ 2.547,69
e8f8b980-ca99-4ded-b03a-2d525b02d959;Significant;Roupas;39;20/01/2023;Oeste;Brasil;R$ 69,09;16,21;R$ 2.694,51;R$ 436,78;R$ 2.257,73
fb7ec535-f80e-4602-a2a9-cab86dd9e7bc;Reduce;Livros;20;04/03/2023;Oeste;Brasil;R$ 59,23;14,23;R$ 1.184,60;R$ 168,57;R$ 1.016,03
5dd2ba35-7a13-4392-94f4-16244a3117cd;Enjoy;Roupas;5;21/11/2023;Norte;Brasil;R$ 130,50;1,53;R$ 652,50;R$ 9,98;R$ 642,52
b5ef68f1-e8dd-4775-8a3b-544a7767feec;Easy;Móveis;27;03/09/2023;Sul;Brasil;R$ 153,30;0,04;R$ 4.139,10;R$ 1,66;R$ 4.137,44
6e1df29d-9073-4c21-8b84-8aea41465188;Price;Eletronicos;24;02/09/2024;Centro;Brasil;R$ 106,57;18,66;R$ 2.557,68;R$ 477,26;R$ 2.080,42
122c7443-a175-4aad-949b-fb21a9070d4a;Price;Roupas;43;10/11/2022;Leste;Brasil;R$ 195,63;2,97;R$ 8.412,09;R$ 249,84;R$ 8.162,25
617d26fd-b378-451d-8962-a777eee363b3;Might;Eletronicos;43;27/10/2023;Norte;Brasil;R$ 131,37;13,12;R$ 5.648,91;R$ 741,14;R$ 4.907,77
9d075b0f-e089-4679-8777-eac8b4d59e90;Personal;Móveis;6;21/11/2022;Centro;Brasil;R$ 61,25;6,41;R$ 367,50;R$ 23,56;R$ 343,94
b2a7d76d-63d4-4bb3-aa2a-c03ad8f9e054;Knowledge;Livros;26;31/01/2023;Oeste;Brasil;R$ 9,62;7,81;R$ 250,12;R$ 19,53;R$ 230,59
43f8e0b6-522c-4f0b-9252-afe6fb1ff4ec;Ask;Roupas;47;30/05/2024;Norte;Brasil;R$ 170,15;14,43;R$ 7.997,05;R$ 1.153,97;R$ 6.843,08
feeb1a3a-575e-4468-86aa-ea5764513e12;Entire;Eletronicos;9;21/04/2023;Norte;Brasil;R$ 69,60;15,71;R$ 626,40;R$ 98,41;R$ 527,99
c364e6a5-638b-44da-87bc-04ac10928600;Stop;Livros;16;11/03/2023;Leste;Brasil;R$ 52,24;9,57;R$ 835,84;R$ 79,99;R$ 755,85
cabd1aff-241f-4780-8984-a65536dd920f;Force;Eletronicos;8;08/10/2023;Centro;Brasil;R$ 110,17;1,35;R$ 881,36;R$ 11,90;R$ 869,46
1de4a787-12cd-45ee-a954-a024cee316b8;Theory;Eletronicos;37;02/03/2024;Leste;Brasil;R$ 181,79;11,56;R$ 6.726,23;R$ 777,55;R$ 5.948,68
e53e5d73-3eaa-41ff-9ca4-e51e326a9f7a;News;Eletronicos;48;30/01/2024;Norte;Brasil;R$ 134,68;19,19;R$ 6.464,64;R$ 1.240,56;R$ 5.224,08
519755e5-ecc8-43f2-834d-a0d53c5aee87;Consider;Roupas;33;10/08/2024;Centro;Brasil;R$ 53,43;5,57;R$ 1.763,19;R$ 98,21;R$ 1.664,98
6f97da40-64be-43fa-9fc4-8519bdb1441b;Owner;Eletronicos;8;19/05/2023;Sul;Brasil;R$ 139,03;1,81;R$ 1.112,24;R$ 20,13;R$ 1.092,11
86716d9a-66dd-45fa-b452-92d331c41c78;Truth;Móveis;34;08/06/2023;Norte;Brasil;R$ 145,30;19,9;R$ 4.940,20;R$ 983,10;R$ 3.957,10
ea5b07a0-e682-4f18-9abc-eec488a4eb10;Everybody;Alimentos;43;26/03/2023;Leste;Brasil;R$ 123,57;3,64;R$ 5.313,51;R$ 193,41;R$ 5.120,10
e9f381f9-629d-4849-95e2-c12d7f2222f5;Type;Livros;38;15/08/2024;Leste;Brasil;R$ 79,39;7,7;R$ 3.016,82;R$ 232,30;R$ 2.784,52
e336a177-31c0-4ebb-871e-71cab7b3e9e7;Center;Livros;50;24/04/2024;Leste;Brasil;R$ 67,72;6,39;R$ 3.386,00;R$ 216,37;R$ 3.169,63
01801f51-e692-49b4-ba4e-faa4fe6c3d0b;Owner;Roupas;34;21/10/2022;Leste;Brasil;R$ 91,26;8,48;R$ 3.102,84;R$ 263,12;R$ 2.839,72
8fb69f0b-2906-4672-ba20-079870dc42b9;Center;Roupas;17;16/03/2023;Leste;Brasil;R$ 6,18;13,87;R$ 105,06;R$ 14,57;R$ 90,49
0dace628-27a6-4187-b752-58e2983d963a;Current;Roupas;32;13/09/2024;Oeste;Brasil;R$ 174,62;8,28;R$ 5.587,84;R$ 462,67;R$ 5.125,17
22ecc05c-49e5-4f8d-8e7f-eaf460c0d6c2;Push;Alimentos;6;19/03/2024;Norte;Brasil;R$ 18,65;15,87;R$ 111,90;R$ 17,76;R$ 94,14
13e6cd9f-c2d0-4e1c-9373-28e170dda7af;Great;Móveis;16;26/07/2023;Sul;Brasil;R$ 42,53;6,67;R$ 680,48;R$ 45,39;R$ 635,09
27e60bb0-e361-4a5b-814c-6bad33c0c1d6;Machine;Livros;39;14/11/2022;Sul;Brasil;R$ 128,70;16,04;R$ 5.019,30;R$ 805,10;R$ 4.214,20
f9dc2372-b4d1-4870-9750-79ec6017b5f4;Person;Livros;8;11/12/2023;Centro;Brasil;R$ 32,60;13,08;R$ 260,80;R$ 34,11;R$ 226,69
68a1a9fd-0c21-4792-9f20-7f1979f49079;How;Roupas;50;06/07/2023;Oeste;Brasil;R$ 44,82;4,92;R$ 2.241,00;R$ 110,26;R$ 2.130,74
2b4218fd-fe46-4bfa-a952-a5d98b9bf35a;News;Roupas;21;04/06/2024;Norte;Brasil;R$ 22,89;8,37;R$ 480,69;R$ 40,23;R$ 440,46
